spec,gamma_alpha,delta_beta,indirect_pp,note
Path2_contemp_reghdfe,.0453703094851319,4.146278973595389,.1881179602437178,Step2 mediator at t
Path1_contemp_reghdfe,-.0194418400929583,2.048397198841074,-.0398246107867319,Step2 mediator at t
