spec,mediator,coef,se,ci_lower,ci_upper,p,N
Path2_step1_current,ln_fiscal_exp_pc,.0453703094851319,.0071176459006456,.0314197235198665,.0593208954503973,1.83750126226e-10,
Path2_step2_lagged,L1_ln_fiscal_exp_pc,-.1792659215379298,.6428266206071468,-1.439206097927938,1.080674254852078,.780343563149748,24772
Path1_step1_current,fiscal_autonomy,-.0194418400929583,.0040106962250494,-.0273028046940551,-.0115808754918615,1.25028581155e-06,
Path1_step2_lagged,L1_fiscal_autonomy,-7.783461179948751,1.243698963296146,-10.2211111480092,-5.345811211888305,3.89156484815e-10,24768
