iter,coef
1,-.6266421467838044
2,-1.383998179481335
3,-.5141809311323766
4,2.156910424570072
5,-.3777622210012948
6,.5254993715116058
7,.350484272316729
8,1.102585843023641
9,.6967523713180832
10,-2.135275582701651
11,-2.758681941665228
12,.963103477159145
13,.2000185726421324
14,3.752070692156668
15,3.32488346243173
16,-1.570739751954489
17,.3401481435638004
18,.5390976796689577
19,.1955214031926027
20,2.898373906757465
21,-2.173619243347155
22,-.7335260420399017
23,-.4214584352060748
24,-.6190721840818681
25,-1.022671807323873
26,-4.363562006174053
27,-1.76442910081344
28,-.4316477734004424
29,1.112977942468297
30,-5.823456840341564
31,.2127191567090887
32,-1.70640875253363
33,-2.368754975607499
34,-1.440935549116569
35,-.6712651620494502
36,-1.066504901118921
37,-.7900989203236782
38,-.8153495458633421
39,-1.425957282097719
40,-.099018734985095
41,-.7129059814265616
42,-1.3186637157341
43,.9123767261273629
44,2.243264496238425
45,-1.387347752629796
46,2.04498930354973
47,1.637679421522902
48,-2.578446386333432
49,2.187510245233415
50,.9336124263258336
51,1.719417165468518
52,1.393196006518014
53,1.198800563112731
54,.465538512888293
55,-2.070087810898896
56,1.932014047854837
57,-4.34865243893273
58,.0730241339293796
59,2.284989564008854
60,.2679036315358758
61,.1651520305079187
62,.4165033696580963
63,-.1948703854277611
64,.2560890520362999
65,.9533111772304323
66,-.9286863995868747
67,-2.802658022162854
68,-.9965104390446129
69,.5921276832101354
70,-.5867032350837716
71,.5734102756296845
72,.4978992392793095
73,.5028269177438324
74,2.258829432540868
75,.3743333966184187
76,-.9240243457951979
77,1.856027092148342
78,-.8316357317290696
79,.1411029199772619
80,-.075724013350082
81,-.2288188938657147
82,-.2984660127284143
83,-.4770136852283915
84,.1046010499411304
85,-.5086408227499636
86,1.489138368264856
87,.1974434522588246
88,1.211864717076256
89,1.155837788909137
90,-1.500498057736228
91,-.9741347777547957
92,-1.197321207893887
93,.2488143301438641
94,-1.127337574873402
95,2.223732837887158
96,.7114633366560997
97,.2079301394835743
98,-.8044951138145275
99,-3.580004157463888
100,-1.624414695481807
101,.1455341589126624
102,-.0251516804188625
103,2.087251957469067
104,-.7649359378107689
105,-3.191687914070837
106,.5355141277612226
107,.1561454841215131
108,-.3169071198482877
109,-1.24652415292816
110,-.3628974279451863
111,1.221090884925588
112,.3567579075138606
113,1.106968457630554
114,3.432273548200427
115,-.3918359222282756
116,-1.544029338677287
117,1.04405241000694
118,1.023808154674723
119,1.514010790951359
120,-1.143872400039002
121,-1.256427783519955
122,.3588259788604159
123,.2022850380954015
124,-.1806403894246018
125,.837762885122776
126,2.237845696545444
127,.5565160341654372
128,-.1325761442327619
129,.7227146567183715
130,3.299098423817381
131,-2.461048544054596
132,.4645526482744618
133,-1.328463994932772
134,1.06413490633011
135,2.631008747162061
136,.8224026754706143
137,1.370623418213621
138,1.878692488252605
139,-.73126031158288
140,.7356321414127068
141,.348075446024149
142,.5258026297252048
143,-.6263173013656066
144,-.5794738023729396
145,2.326709467104576
146,-.6551401945732941
147,.968786175940184
148,.3343962585044678
149,-3.521145181378522
150,.0422915597237871
151,-2.346243584332319
152,-2.456831413674626
153,-.972883484227029
154,2.083811401671653
155,1.934321742676682
156,-.9266083389490354
157,2.029162395029712
158,-1.250842447811191
159,-2.468491939401045
160,-.2700816192340809
161,1.242487172014611
162,-1.163434475962952
163,-.4054289088323285
164,-1.257952447186123
165,.4608108606717073
166,.1636836871198789
167,-1.076241368847189
168,.8190916555452248
169,-.8960602499819285
170,-.4782784964562091
171,-1.37972124177577
172,-2.383786914114363
173,2.021364545210238
174,.3145582364776423
175,-.8504000374627941
176,1.030519772832924
177,-.4232530243758522
178,-.1443131501198971
179,-.0269724369291695
180,-1.049190251040794
181,1.450172846918663
182,2.041608870421247
183,-.7474199165587344
184,.5521673676977887
185,.0677924020613061
186,-3.34880452778329
187,-1.315302518036476
188,.4688042775373358
189,2.765624307781362
190,.3128779859833268
191,-.4824897108898962
192,-2.688380534091504
193,-.0613392803817473
194,-1.794934446230085
195,.1776975146731716
196,-.3731576362348362
197,-1.22512092669512
198,-.9210254869935984
199,.5589147587915532
200,-1.611880149964882
