year,county_code,D,D1,D2,reform_year,D1_year,D2_year,gdp_growth_pc,ln_gdppc,gdppc,ln_fiscal_exp_pc,ln_fiscal_rev_pc,fiscal_autonomy,transfer_dependence,fiscal_exp_pc,fiscal_rev_pc,primary_ratio,secondary_ratio,tertiary_ratio,ln_pop,gov_scale,high_development,high_agriculture,is_county_city,region,region_east,region_central,region_west,relative_time,event_m6plus,event_m5,event_m4,event_m3,event_m2,event_m1,event_0,event_p1,event_p2,event_p3,event_p4,event_p5,event_p6,event_p7,event_p8,event_p9,event_p10plus
2001,620723,0,0,0,2007.0,,2007.0,11.33649289099526,8.67812085552252,5873.0,6.291816022660425,5.559141984829935,0.4806220686250309,0.5193779313749691,540.1333333333333,259.6,42.61265139439914,31.827436562692696,25.55758513571686,2.70805020110221,9.42630103198334,1,1,0,西部,0,0,1,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,620723,0,0,0,2007.0,,2007.0,9.007321641409842,8.764365720529808,6402.0,6.452177704276466,5.535779682020792,0.3999570861495548,0.6000429138504453,634.0816326530612,253.60544217687075,41.03318202160987,32.87087355880911,26.095944419581013,2.6878474937846906,9.932229397097373,1,1,0,西部,0,0,1,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,620723,0,0,0,2007.0,,2007.0,0.0,8.764365720529808,6402.0,6.5564942248874845,5.759952746123256,0.45088566827697263,0.5491143317230274,703.8,317.3333333333333,39.22044283795147,35.54591230223545,25.233644859813083,2.70805020110221,10.203055987783781,1,1,0,西部,0,0,1,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,620723,0,0,0,2007.0,,2007.0,29.20962199312715,9.02063159674821,8272.0,6.694397028402724,5.40027208907103,0.2741376464763162,0.7258623535236838,807.8666666666667,221.46666666666667,38.9009083402147,37.09661436829067,24.002477291494635,2.70805020110221,10.006606110652355,1,1,0,西部,0,0,1,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,620723,0,0,0,2007.0,,2007.0,14.264990328820115,9.1539816383068,9452.0,6.905419219184589,5.363168338867653,0.21389909789508854,0.7861009021049115,997.6666666666666,213.4,36.73874317493881,36.731501730705176,26.529755094356016,2.70805020110221,10.836821295639202,1,1,0,西部,0,0,1,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,620723,0,0,0,2007.0,,2007.0,13.605586119339822,9.281544130982514,10738.0,7.214013737006853,5.512890967179179,0.18247852760736197,0.8175214723926381,1358.3333333333333,247.86666666666667,34.19337282300526,39.458662413932764,26.34796476306197,2.70805020110221,12.894263872012962,1,1,0,西部,0,0,1,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,620723,1,0,1,2007.0,,2007.0,15.980629539951574,9.429797135432397,12454.0,7.498426667952846,5.642379772435925,0.15628923849619616,0.8437107615038039,1805.2,282.1333333333333,34.163807656700975,40.92631922888417,24.909873114414857,2.70805020110221,14.745956543048521,1,1,0,西部,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,620723,1,0,1,2007.0,,2007.0,18.49205074674803,9.59947282546345,14757.0,7.891477303352823,5.825760901542687,0.12672747025087794,0.8732725297491221,2674.391891891892,338.9189189189189,32.7375990473137,42.891952548893876,24.370448403792423,2.6946271807700692,18.128979068382723,1,1,0,西部,0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,620723,1,0,1,2007.0,,2007.0,12.16371891305821,9.714262219425379,16552.0,8.378237590527053,5.933658865011595,0.08676267810632757,0.9132373218936725,4351.333333333333,377.53333333333336,31.185552350383944,39.80619997562263,29.00824767399342,2.70805020110221,26.518506480315278,1,1,0,西部,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,620723,1,0,1,2007.0,,2007.0,14.282261962300627,9.847763403763766,18916.0,8.113905710555848,6.6076406864817985,0.22173661418108523,0.7782633858189147,3340.6,740.7333333333333,32.984746205198974,36.22571140864506,30.789542386155972,2.70805020110221,18.688322828478725,1,1,0,西部,0,0,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,620723,1,0,1,2007.0,,2007.0,23.477479382533307,10.058652004037477,23357.0,8.656085190282855,6.3431771992169,0.09897302001740645,0.9010269799825935,5745.0,568.6,33.34202741817488,36.32494672222399,30.333025859601133,2.70805020110221,27.410222971468556,1,1,0,西部,0,0,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,620723,1,0,1,2007.0,,2007.0,16.282056770989424,10.209500581672632,27160.0,8.715906939091427,6.598649725672823,0.12036130155620851,0.8796386984437915,6099.163679808841,734.1032789061463,32.98095580700722,36.59030457627488,30.428739616717905,2.712440549403503,25.042514225914054,1,1,0,西部,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,620723,1,0,1,2007.0,,2007.0,19.10898379970545,10.384369299929046,32350.0,8.945545182617206,6.905957136577625,0.130082287755686,0.869917712244314,7673.63098010513,998.2034732849824,29.30980123372173,38.29655014850354,32.39364861777474,2.7099816679519573,26.348412154443686,1,1,0,西部,0,0,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,620723,1,0,1,2007.0,,2007.0,8.1112828438949,10.462360207273605,34974.0,9.07721352677694,7.896040391605145,0.30691847046826,0.6930815295317401,8753.540506074232,2686.6232633062623,26.80781704010155,35.1743609856488,38.01782197424965,2.701294096605202,27.500284662390406,1,1,0,西部,0,0,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,620723,1,0,1,2007.0,,2007.0,-1.7899010693658144,10.444299071792376,34348.0,9.342524007523993,8.081758227600783,0.28343689308995323,0.7165631069100468,11413.178865599679,3234.91595794549,28.872723847527222,28.770824145947778,42.35645200652501,2.7035735290751317,36.4854450405244,1,1,0,西部,0,0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,620723,1,0,1,2007.0,,2007.0,7.182368696867357,10.513660649802818,36815.0,9.599085427478322,7.509191771504554,0.12370028990488768,0.8762997100951123,14751.2842751351,1824.7381413036226,30.768018826532646,25.047066331618208,44.18491484184915,2.707316598748459,44.09616688604363,1,1,0,西部,0,0,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,620723,1,0,1,2007.0,,2007.0,-3.647969577617819,10.476498931856092,35472.0,9.516058136206938,8.282280737795961,0.2911905548623817,0.7088094451376183,13575.990894483128,3953.2003213711837,26.160543779980284,23.874308623185716,49.96535382407167,2.7037744062394213,41.81690320930827,1,1,0,西部,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,620723,1,0,1,2007.0,,2007.0,-0.7837167343256654,10.468630892511706,35194.0,9.302544902487712,7.2711956750645745,0.13115843915053488,0.8688415608494651,10965.890850722311,1438.2691278758693,27.439330803511417,18.78713306380735,53.77374293011281,2.7048450701532616,33.90692047604769,1,1,0,西部,0,0,1,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,620723,1,0,1,2007.0,,2007.0,12.357219980678524,10.585143966380576,39543.0,9.304352313362308,7.243365694234294,0.12732828338273502,0.872671716617265,10985.72864321608,1398.7939698492462,33.87888047424863,15.310676090086723,50.810443435664645,2.703037659278666,30.03660185317491,1,1,0,西部,0,0,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,620723,1,0,1,2007.0,,2007.0,24.484738133171486,10.804156903507327,49225.0,9.373309771617759,7.143329652667307,0.10753056793509314,0.8924694320649069,11770.006724949562,1265.635507733692,36.22648012658823,14.697429416444285,49.07591638074648,2.6993457604720636,30.4668202018936,1,1,0,西部,0,0,1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,620723,1,0,1,2007.0,,2007.0,14.876587100050786,10.942845113986923,56548.0,9.300094605514845,7.192070202458584,0.12147772054009315,0.8785222794599068,10939.054054054053,1328.8513513513512,37.51028816080761,15.213093771105152,47.27661806808724,2.6946271807700692,24.906656574653972,1,1,0,西部,0,0,1,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,620723,1,0,1,2007.0,,2007.0,9.056023201527905,11.029536652514357,61669.0,9.4722481220004,7.337587743538596,0.11828475560640497,0.881715244393595,12994.066666666668,1537.0,36.21604319156655,16.360868668331165,47.42308814010229,2.70805020110221,27.728957270793764,1,1,0,西部,0,0,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,620723,1,0,1,2007.0,,2007.0,,,,9.559333889151068,7.535652574333965,0.1321680163276055,0.8678319836723944,14176.4,1873.6666666666667,35.054481798203255,16.92940666370406,48.01611153809269,2.70805020110221,28.72278780396548,1,1,0,西部,0,0,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,620724,0,0,0,2007.0,,2007.0,,8.486527777105353,4849.0,5.907233392624675,5.281298361378442,0.5347611762706103,0.46523882372938974,367.6875,196.625,60.33228807083191,24.111307280824263,15.55640464834383,2.772588722239781,7.751192389786292,1,1,0,西部,0,0,1,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,620724,0,0,0,2007.0,,2007.0,9.486492060218602,8.57715877258367,5309.0,6.192745851565057,5.341735986915558,0.4269835185894979,0.5730164814105021,489.1875,208.875,57.99204724034478,25.61907709890947,16.38887566074575,2.772588722239781,9.31830087147007,1,1,0,西部,0,0,1,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,620724,0,0,0,2007.0,,2007.0,8.777547560745903,8.661293535389994,5775.0,6.487113079274126,5.372380694848093,0.3280030458785456,0.6719969541214543,656.625,215.375,56.53687116095879,26.756276116390453,16.70685272265075,2.772588722239781,11.46229966069149,1,1,0,西部,0,0,1,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,620724,0,0,0,2007.0,,2007.0,0.0,8.661293535389994,5775.0,6.499974992916534,5.583026273520401,0.39973689156173653,0.6002631084382635,665.125,265.875,54.86445124617403,28.469213340223398,16.666335413602575,2.772588722239781,10.575585324164248,1,1,0,西部,0,0,1,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,620724,0,0,0,2007.0,,2007.0,33.55844155844156,8.950662495933999,7713.0,6.690842277418564,5.310739886546594,0.2515527950310559,0.7484472049689441,805.0,202.5,53.410517505928304,31.44831094664118,15.14117154743052,2.772588722239781,10.568378558007106,1,1,0,西部,0,0,1,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,620724,0,0,0,2007.0,,2007.0,10.709192272786206,9.052399183907607,8539.0,6.867779280672818,5.187734906909059,0.18636570610811162,0.8136342938918883,960.8125,179.0625,51.12727759117796,25.614540914900573,23.25818149392147,2.772588722239781,11.423624528133638,1,1,0,西部,0,0,1,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,620724,0,0,0,2007.0,,2007.0,14.240543389155638,9.185535253057212,9755.0,7.123874215359383,5.36392952987551,0.17205438066465256,0.8279456193353474,1241.25,213.5625,46.26530150834922,30.246439068505538,23.488259423145248,2.772588722239781,12.82904298956752,1,1,0,西部,0,0,1,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,620724,1,0,1,2007.0,,2007.0,17.86776012301384,9.349928386183237,11498.0,7.442456108181545,5.483239705042049,0.14096884039398044,0.8590311596060196,1706.9375,240.625,45.60158460048479,32.09144282908092,22.30697257043429,2.772588722239781,14.943723701705524,1,1,0,西部,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,620724,1,0,1,2007.0,,2007.0,14.115498347538702,9.481969279105716,13121.0,7.841861370726294,5.734756133121642,0.12158942999582505,0.878410570004175,2544.9375,309.4375,41.577946404679075,36.54430597499904,21.877747620321877,2.772588722239781,19.45745250200696,1,1,0,西部,0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,620724,1,0,1,2007.0,,2007.0,14.335797576404238,9.615938804529582,15002.0,8.339037943491698,5.852561610681549,0.08320262902382553,0.9167973709761745,4184.0625,348.125,39.71100669466506,36.43062081583434,23.858372489500603,2.772588722239781,27.83691629589588,1,1,0,西部,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,620724,1,0,1,2007.0,,2007.0,17.177709638714838,9.774460286799892,17579.0,8.636341960700404,5.975398679421189,0.0698822720060362,0.9301177279939639,5632.6875,393.625,42.143647896595056,32.82418766082221,25.032164442582726,2.772588722239781,33.70646580096942,1,1,0,西部,0,0,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,620724,1,0,1,2007.0,,2007.0,25.65561180954548,10.002835026036827,22089.0,8.647091429620811,6.422231838078365,0.10808259327969087,0.8919174067203092,5693.5625,615.375,39.94591937069813,34.952285505382854,25.10179512391902,2.772588722239781,28.70969165216953,1,1,0,西部,0,0,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,620724,1,0,1,2007.0,,2007.0,18.24890216850016,10.170456583390367,26120.0,8.815935510204083,6.651040053238443,0.11476193153072123,0.8852380684692788,6740.810913224706,773.5884804850322,37.52027267748231,37.700533337587274,24.779193984930423,2.762159526749242,28.377494536347246,1,1,0,西部,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,620724,1,0,1,2007.0,,2007.0,20.74655436447167,10.358980154243941,31539.0,8.96325772464915,7.750383378145417,0.29734138777619845,0.7026586122238015,7810.761370087681,2322.4626253705924,33.52495048548379,35.68404688398892,30.79100263052729,2.763358756861091,27.188849023543,1,1,0,西部,0,0,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,620724,1,0,1,2007.0,,2007.0,10.345920923301309,10.457430135375523,34802.0,9.163574651930931,8.142262896296009,0.360122237831144,0.6398777621688561,9543.109473282928,3436.685939386238,31.54519170283233,33.38036358152207,35.07444471564559,2.756141708569464,29.8054693995805,1,1,0,西部,0,0,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,620724,1,0,1,2007.0,,2007.0,3.787138670191368,10.494602007530922,36120.0,9.290087346837765,8.180710805679139,0.3297644915864751,0.670235508413525,10830.130034887408,3571.3923247700604,32.078387675940114,30.818544855784918,37.10306746827497,2.757792292997024,32.57637188926815,1,1,0,西部,0,0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,620724,1,0,1,2007.0,,2007.0,3.6129568106312293,10.53009420928783,37425.0,9.360084503753425,8.196332233348393,0.3123121000755677,0.6876878999244322,11615.370042940136,3627.620611265471,31.90237223758812,29.16521748731623,38.93241027509565,2.762285829243884,33.84933319347602,1,1,0,西部,0,0,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,620724,1,0,1,2007.0,,2007.0,-13.752839011356047,10.382141162595767,32278.0,9.326309397322026,7.803888496172381,0.21818304748597056,0.7818169525140295,11229.610882632078,2450.110724454287,24.04827376147258,27.967215419317597,47.98451081920982,2.760326345667581,37.80365461171614,1,1,0,西部,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,620724,1,0,1,2007.0,,2007.0,6.385153974843546,10.444037013468341,34339.0,9.305242881838224,7.2571163478886,0.12897631012203878,0.8710236898779612,10995.516544581966,1418.1611518060117,25.2472112815162,25.355135981139064,49.397652737344735,2.762285829243884,34.67230317680933,1,1,0,西部,0,0,1,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,620724,1,0,1,2007.0,,2007.0,14.42092081889397,10.578750763997512,39291.0,9.30000990136667,7.249796817567841,0.12870747518788367,0.8712925248121164,10938.12751004016,1407.8187751004016,30.74926637506229,21.384647860029897,47.866085764907815,2.7685807008422425,30.159944078400976,1,1,0,西部,0,0,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,620724,1,0,1,2007.0,,2007.0,11.524267643989718,10.687822792259214,43819.0,9.30356706267203,7.276819352576609,0.13176335768514538,0.8682366423148546,10977.10547833197,1446.3802754890244,35.765386600636,15.489833708124731,48.744779691239266,2.766256214166572,31.49781802824832,1,1,0,西部,0,0,1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,620724,1,0,1,2007.0,,2007.0,10.463497569547457,10.787337733917942,48404.0,9.28191892723564,7.351020097588766,0.14501779359430605,0.854982206405694,10742.025316455696,1557.7848101265822,38.71797717998718,15.251502254002283,46.030520566010544,2.760009940032921,28.118947701514102,1,1,0,西部,0,0,1,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,620724,1,0,1,2007.0,,2007.0,8.670771010660276,10.87049040995193,52601.0,9.680269779717571,7.334410939661329,0.09576492005266016,0.9042350799473399,15998.8125,1532.125,38.70205710371225,15.832925025458444,45.46501787082931,2.772588722239781,39.31751402710345,1,1,0,西部,0,0,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,620724,1,0,1,2007.0,,2007.0,,,,9.63022189572483,7.479899401423385,0.1164465983530813,0.8835534016469186,15217.8125,1772.0625,37.81465142414709,16.52929331449686,45.65605526135605,2.772588722239781,35.171767248228306,1,1,0,西部,0,0,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,620725,0,0,0,2009.0,,2009.0,,8.593598522618644,5397.0,5.89866371625244,5.191288793789513,0.49293649705115894,0.5070635029488411,364.55,179.7,31.370089514795595,34.49930630784727,34.13060417735713,2.995732273553991,6.928369158256838,1,0,0,西部,0,0,1,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,620725,0,0,0,2009.0,,2009.0,3.5390031498980914,8.628376720376853,5588.0,6.1152296544419125,5.225746673713202,0.41086812458581845,0.5891318754141815,452.7,186.0,23.518926947832743,36.976189404510066,39.50938470540577,2.995732273553991,8.150515371112212,1,0,0,西部,0,0,1,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,620725,0,0,0,2009.0,,2009.0,9.5025053686471,8.71915396346254,6119.0,6.39020694082127,5.243845261536689,0.31779089376053965,0.6822091062394604,595.9798994974874,189.39698492462313,23.35319051437736,37.69209367788815,38.95471580773448,2.990719731730447,9.704924471793529,1,0,0,西部,0,0,1,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,620725,0,0,0,2009.0,,2009.0,0.0,8.71915396346254,6119.0,6.537198715362162,5.375278407684165,0.3128847685956399,0.68711523140436,690.35,216.0,23.24429427986308,38.414449315757174,38.34125640437975,2.995732273553991,10.207823508971677,1,0,0,西部,0,0,1,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,620725,0,0,0,2009.0,,2009.0,29.841477365582612,8.980298078970817,7945.0,6.824971317503215,5.0597428682032835,0.17114768345011136,0.8288523165498887,920.55,157.55,23.363469469872246,39.98088723468464,36.65564329544311,2.995732273553991,11.57516849411528,1,0,0,西部,0,0,1,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,620725,0,0,0,2009.0,,2009.0,-0.3775959723096287,8.976514972315112,7915.0,6.791989943241646,5.065256378576481,0.17786444483838562,0.8221355551616144,890.6842105263158,158.42105263157896,23.846908117213722,41.72816071002049,34.42493117276579,2.9444389791664403,10.63710762190906,1,0,0,西部,0,0,1,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,620725,0,0,0,2009.0,,2009.0,16.14655716993051,9.126197603863755,9193.0,7.059481970690958,5.221777289425702,0.15918238140460364,0.8408176185953964,1163.842105263158,185.26315789473685,22.69347025661942,42.14581436018348,35.1607153831971,2.9444389791664403,12.354942703415446,1,0,0,西部,0,0,1,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,620725,0,0,0,2009.0,,2009.0,11.704557815729359,9.236884927198295,10269.0,7.375569012154837,5.370172803648464,0.13460695270905104,0.865393047290949,1596.5,214.9,23.259236348761338,41.291941454070184,35.44882219716848,2.995732273553991,15.928523680771034,1,0,0,西部,0,0,1,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,620725,0,0,0,2009.0,,2009.0,10.478138085500047,9.336532397213942,11345.0,7.697603137832327,5.513264150658068,0.11255210745715609,0.887447892542844,2203.061224489796,247.9591836734694,22.48647967677204,41.8495622204825,35.66395810274546,2.975529566236472,19.427872112589874,1,0,0,西部,0,0,1,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,620725,1,0,1,2009.0,,2009.0,13.071837814014984,9.459385560813045,12828.0,8.06628605786149,5.717027701406222,0.09543991837375403,0.904560081626246,3185.25,304.0,21.69236811724146,41.86327912687802,36.44395602651739,2.995732273553991,25.27364407821916,1,0,0,西部,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,620725,1,0,1,2009.0,,2009.0,19.340505144995323,9.63619616973208,15309.0,8.341886969516187,5.8971538676367405,0.08674928503336511,0.9132507149666349,4196.0,364.0,23.279895430167233,38.4610903371212,38.25901423271157,2.995732273553991,30.555363391091905,1,0,0,西部,0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,620725,1,0,1,2009.0,,2009.0,29.32915278594291,9.8933867103567,19799.0,8.527143522269405,6.249009525139524,0.10247524752475247,0.8975247524752475,5050.0,517.5,20.124597180497453,41.02004972656628,38.85535309293627,2.995732273553991,31.50805015083309,1,0,0,西部,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,620725,1,0,1,2009.0,,2009.0,8.374160311126824,9.973806211445082,21457.0,8.651104678321179,6.519246851720234,0.11861671972439056,0.8813832802756094,5716.458094430872,678.0675076033305,22.507884489007633,35.79400176199318,41.69811374899919,2.9985782200039095,32.90249634831219,1,0,0,西部,0,0,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,620725,1,0,1,2009.0,,2009.0,10.611921517453512,10.074663898225085,23734.0,8.810965123278322,6.901939719683385,0.14822477555695127,0.8517752244430488,6707.389602022105,994.2013183327551,21.219139592051967,34.19401700343532,44.58684340451271,3.004543341832541,34.98266828308729,1,0,0,西部,0,0,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,620725,1,0,1,2009.0,,2009.0,7.992753012555827,10.151557835374197,25631.0,8.899569683603898,7.13672858845495,0.1715567616956572,0.8284432383043427,7328.819149467793,1257.3084803358154,20.670950652877586,32.12726690285966,47.201782444262754,2.9962821223594265,35.060076212879686,1,0,0,西部,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,620725,1,0,1,2009.0,,2009.0,1.4630720611759198,10.166082559611265,26006.0,9.018449652310615,7.350058830987392,0.1885502326622736,0.8114497673377263,8253.970632304467,1556.2880831085808,22.465111195347074,26.4866549304782,51.048233874174734,2.996831668997292,38.43198630726334,1,0,0,西部,0,0,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,620725,1,0,1,2009.0,,2009.0,9.482427132200263,10.256676427190028,28472.0,9.121900548186087,7.457328561329478,0.18927165140209282,0.8107283485979072,9153.581918653856,1732.5135659879525,24.2540094635903,24.838365227586785,50.907625308822915,3.000072839652411,38.49671286797035,1,0,0,西部,0,0,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,620725,1,0,1,2009.0,,2009.0,-0.7937622927788706,10.24870713362901,28246.0,9.258912315685157,7.14366685647411,0.12060368263487259,0.8793963173651274,10497.708935152903,1266.062356808447,19.263644548161736,25.30151581607063,55.43462977614274,2.9996246882693347,44.23274271839567,1,0,0,西部,0,0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,620725,1,0,1,2009.0,,2009.0,9.240246406570842,10.337086499888064,30856.0,9.308263679479658,7.232967408221484,0.12551923424236952,0.8744807657576305,11028.781993825316,1384.324270490987,20.509618216661377,24.45980010021765,55.03058168312097,2.9998238914572446,42.359169341049835,1,0,0,西部,0,0,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,620725,1,0,1,2009.0,,2009.0,9.852216748768473,10.431052292306395,33896.0,9.206114890323159,7.311289048872172,0.15034451654932224,0.8496554834506778,9957.834331337326,1497.1057884231536,25.269975402337558,21.029699464128555,53.70032513353389,2.997730276216664,34.64069533095746,1,0,0,西部,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,620725,1,0,1,2009.0,,2009.0,20.97297616237904,10.621449289470512,41005.0,9.267027770095686,7.386799652880022,0.15255530129672007,0.84744469870328,10583.249243188699,1614.5307769929364,24.464423115862797,25.015672457781555,50.51974243712793,2.986691528901842,33.97886040578302,1,0,0,西部,0,0,1,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,620725,1,0,1,2009.0,,2009.0,13.093525179856117,10.744494236334926,46374.0,9.139885228119065,7.524229701721422,0.19876033507990284,0.8012396649200971,9319.69543147208,1852.3857868020305,25.819841538252525,26.94933675578333,47.23082170596414,2.9806186357439426,26.53526077392463,1,0,0,西部,0,0,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,620725,1,0,1,2009.0,,2009.0,16.711950662008885,10.899032989383535,54124.0,9.574174130346725,7.65221325377651,0.1463197656437326,0.8536802343562674,14388.35,2105.3,27.058983385523668,28.544039332229694,44.39710194068253,2.995732273553991,35.87258411951254,1,0,0,西部,0,0,1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,620725,1,0,1,2009.0,,2009.0,,,,9.599208865926201,7.811994737726561,0.1674259477933281,0.8325740522066719,14753.105263157895,2470.0526315789475,28.25199578930248,27.595203780591937,44.15280043010558,2.9444389791664403,31.660311465114916,1,0,0,西部,0,0,1,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,620821,0,0,0,2009.0,,2009.0,,7.797291273547472,2434.0,5.594055139832034,4.856386570247153,0.47822757111597375,0.5217724288840262,268.8235294117647,128.55882352941177,34.59158646962887,30.09474247724811,35.31367105312302,3.5263605246161616,11.379057057131831,0,1,0,西部,0,0,1,-9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,620821,0,0,0,2009.0,,2009.0,9.983566146261298,7.892452043520352,2677.0,5.865300903820392,4.88547215114225,0.37537537537537535,0.6246246246246246,352.5882352941176,132.35294117647058,33.171560843602535,30.53698029655805,36.29145885983942,3.5263605246161616,13.40549728266947,0,1,0,西部,0,0,1,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,620821,0,0,0,2009.0,,2009.0,7.994023160254016,7.969357742016346,2891.0,5.997402763303953,4.9344739331306915,0.34544258460638844,0.6545574153936116,402.38235294117646,139.0,32.65626753450791,30.447557156119608,36.89617530937248,3.5263605246161616,13.957213250221892,0,1,0,西部,0,0,1,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
