county_code,D2,D1,reform_pivot,gdp_growth_outcome,ln_gdppc_outcome,fiscal_autonomy_pre,primary_ratio_pre,secondary_ratio_pre,ln_pop_pre,gov_scale_pre,region_val
429006,0,1,2007,,9.3006382,.26537496,21.842026,42.468941,5.151794,5.2705088,2
430121,1,1,2010,10.943876,11.384487,.66781294,9.8323765,66.918449,4.339334,6.7558398,2
430181,1,1,2010,20.410206,11.013823,.47122332,11.935476,63.107494,4.9169879,6.8842854,2
430182,0,0,2007,32.105312,10.310312,.4337649,22.468145,47.57481,4.8726039,6.1980171,2
430223,1,1,2010,17.728285,10.463816,.45519245,23.771843,41.533703,4.2503943,8.5926895,2
430224,1,1,2010,13.642938,9.8892012,.31259385,31.573227,30.79813,3.9815445,14.956115,2
430225,1,1,2010,16.459158,9.9351387,.34014767,23.189272,41.535885,2.886637,20.467461,2
430281,0,1,2007,20.770519,10.049208,.51987845,16.287342,56.469097,4.60182,5.5091434,2
430321,1,1,2010,18.81123,10.157204,.33960882,32.611652,36.123158,4.6824398,10.410606,2
430381,1,1,2010,18.55987,10.259414,.34640464,28.935217,37.654186,4.4837446,9.2920523,2
430382,0,1,2007,23.009068,10.281519,.37636763,14.969669,43.481541,2.3025851,10.13558,2
430421,1,1,2010,14.029267,9.8437557,.19704202,35.098698,33.456833,4.7199702,10.411216,2
430422,1,1,2010,14.406337,9.9595861,.25705302,34.653542,36.601105,4.6259518,10.178391,2
430423,1,1,2010,14.773461,10.098495,.29617399,30.141499,31.341177,3.7160022,12.571437,2
430424,1,1,2010,15.239506,10.186959,.25185195,26.177168,34.981636,4.206182,9.8551493,2
430426,1,1,2010,10.184381,9.7868443,.24376482,30.00246,41.211708,4.53403,9.0232964,2
430481,1,1,2010,11.544284,10.165413,.40628225,21.466532,42.590355,4.8362818,10.161118,2
430482,1,1,2010,14.85395,10.074039,.30973598,25.716623,41.273132,4.4555078,10.825362,2
430522,1,1,2010,16.289602,9.3075113,.19046077,29.414181,33.869663,4.3183432,19.165401,2
430523,1,1,2010,13.701508,9.1584196,.15333886,31.716101,27.086082,4.5876818,21.565001,2
430524,1,1,2010,14.42779,9.1278515,.16756433,31.163755,23.840393,4.7250209,20.489679,2
430525,1,1,2010,15.415166,9.4519844,.18524969,41.939903,25.220083,4.3985391,16.092215,2
430527,1,1,2010,12.818322,9.6636648,.19465345,28.750296,41.409138,3.5600762,17.59267,2
430528,1,1,2010,14.44129,9.2520952,.21556006,32.432854,24.959749,4.095439,23.065754,2
430529,0,0,2007,8.6329327,8.9332962,.26427954,28.879066,38.013905,3.2512741,18.177698,2
430581,1,1,2010,12.7848,9.3526621,.23925681,40.583847,19.38471,4.318819,17.843525,2
430582,0,0,2007,23.145561,9.5583429,.40269792,22.490101,37.937733,4.7734976,6.8147635,2
430621,1,1,2010,13.950945,10.158661,.18433203,30.390579,38.607452,4.2355528,10.267781,2
430623,1,1,2010,13.722469,10.319631,.22787036,30.313173,41.763863,4.2854047,8.1831522,2
430624,1,1,2010,18.538406,10.388405,.29370734,26.807949,44.417988,4.2640853,7.0412288,2
430626,1,1,2010,14.186295,9.7199125,.20668481,27.595449,35.620872,4.6466269,13.969846,2
430681,1,1,2010,19.04924,10.599315,.41467896,22.13405,53.517757,4.285862,10.564894,2
430682,1,1,2010,13.473401,10.349536,.25576866,23.154705,48.32938,3.8938549,10.213221,2
430721,1,1,2010,8.3816996,10.041607,.18723017,33.223507,23.705147,4.0876293,10.854237,2
430722,1,1,2010,17.316488,9.9471941,.20023531,32.966125,27.689899,4.4272213,12.825933,2
430723,1,1,2010,15.103217,10.103549,.28023469,33.276272,33.160133,4.5097303,10.761063,2
430724,1,1,2010,13.296144,10.122869,.27854156,30.237066,33.251484,3.7864547,11.400121,2
430725,1,1,2010,14.533562,10.032732,.2676,38.760166,30.907772,4.5791593,9.9954824,2
430726,1,1,2010,13.308365,10.186546,.29747516,29.147257,34.697113,4.2282877,12.197229,2
430781,1,1,2010,15.125073,10.412778,.32536739,24.549994,40.265621,3.2770259,12.588315,2
430821,1,1,2010,16.43858,9.8004742,.20069124,20.697115,30.932573,4.2079048,17.90834,2
430822,1,1,2010,16.38871,9.5343409,.13899836,16.389294,25.399788,3.7992003,26.308681,2
430921,1,1,2010,16.307739,9.9196291,.13243924,41.356766,20.441206,4.3652015,16.217632,2
430922,1,1,2010,15.163297,9.8436136,.17804904,27.382082,35.957485,4.4272213,13.138035,2
430923,1,1,2010,16.022398,9.5373096,.16240713,32.833115,28.55155,4.5825729,18.156666,2
430981,1,1,2010,16.526194,10.135132,.20853509,31.112009,30.236454,4.306757,11.526046,2
431021,1,1,2010,19.217655,10.360834,.42741448,20.211803,44.29044,4.3894844,9.3639936,2
431022,1,1,2010,22.88505,9.8539543,.35757256,22.299185,48.0485,4.0330534,14.653001,2
431023,1,1,2010,20.855368,10.517165,.41396254,15.4093,53.038555,4.1594033,9.7151375,2
431024,1,1,2010,17.60392,10.333466,.29367745,20.020535,43.11187,3.5722716,10.538735,2
431025,1,1,2010,11.476328,10.037269,.2863856,16.736715,47.829044,3.4657359,12.614587,2
431026,1,1,2010,20.123739,9.2948084,.19638169,26.163824,34.413235,3.606348,24.679407,2
431027,1,1,2010,13.54727,9.033515,.11885419,24.247347,32.768345,2.9099846,33.817093,2
431028,1,1,2010,23.419281,9.4724016,.14565895,31.720589,33.303471,3.7045436,18.999126,2
431081,1,1,2010,20.087122,11.054687,.47482347,12.261258,61.914104,3.6091111,9.0507145,2
431121,1,1,2010,15.787093,9.9072418,.19456409,25.12557,34.557381,4.6223416,12.194941,2
431122,1,1,2010,13.316688,9.9218168,.18694651,29.210712,30.809153,4.0960073,12.432532,2
431123,1,1,2010,9.2154808,9.941227,.23449682,36.325382,34.898262,2.841022,19.430954,2
431124,1,1,2010,15.426563,9.7791033,.18799667,34.156578,21.953926,4.229723,14.383069,2
431125,1,1,2010,18.113089,9.7168083,.17641731,47.588257,17.969038,3.2254767,19.184238,2
431126,1,1,2010,14.857295,9.4148102,.17937295,31.925304,24.072166,4.3770056,19.940924,2
431127,1,1,2010,14.41003,9.8779869,.24694857,23.083199,34.738869,3.5825918,15.110084,2
431128,1,1,2010,13.657596,9.5416508,.1827177,34.820076,20.86603,3.6145093,21.410912,2
431129,0,0,2007,17.62121,9.1923037,.18863966,37.039543,21.854183,3.8287809,16.266823,2
431221,1,1,2010,16.413651,10.279545,.26074752,24.426199,39.916862,3.259376,14.401762,2
431222,1,1,2010,15.613111,10.028485,.2504048,13.725146,62.222912,4.1789851,14.362058,2
431223,1,1,2010,17.492584,9.6850023,.25935942,21.151167,37.355614,3.9683986,19.217327,2
431224,1,1,2010,14.685489,9.4618273,.198273,32.899967,31.417364,4.4689593,18.398849,2
431225,1,1,2010,16.325922,9.516675,.18174407,28.970369,19.147139,3.5610139,23.439846,2
431226,0,0,2007,19.88797,9.0317993,.18264505,35.580765,25.524708,3.6031213,17.578409,2
431227,0,0,2007,20.276609,9.1135321,.15108824,29.679728,29.641058,3.249579,20.029715,2
431228,0,0,2007,22.302315,9.3819084,.21022953,31.877144,28.89185,3.5810108,13.446828,2
431229,0,0,2007,19.925369,9.4384651,.25158587,29.427073,21.442171,3.2580965,12.793326,2
431230,0,0,2007,20.475744,8.9387245,.18950471,39.531677,21.301592,3.1080065,23.530291,2
431281,1,1,2010,15.96986,9.7336292,.27169725,27.719549,27.084358,3.9537981,20.379545,2
431321,1,1,2010,17.6094,9.7155628,.17126079,40.964863,30.901031,4.5181456,14.067436,2
431322,1,1,2010,18.958162,9.4432983,.18582508,37.972626,26.754087,4.8805165,19.670986,2
431381,1,1,2010,16.791431,11.014166,.59014654,4.3533998,68.80191,3.6053691,7.1126151,2
431382,1,1,2010,16.665104,9.7654629,.25831649,22.815138,43.448742,4.7172976,13.567789,2
433101,0,1,2007,14.339418,10.01598,.43212235,8.5248594,43.336941,3.356169,9.39779,2
433122,1,1,2010,11.408176,9.7191257,.17275985,17.951151,56.797436,3.3730016,27.433607,2
433123,1,1,2010,15.525361,9.4957752,.18820974,20.991915,18.169598,3.6410742,26.35972,2
433124,1,1,2010,2.5215347,9.8727236,.40660951,8.4176998,71.453743,3.3249972,18.207804,2
433125,1,1,2010,5.3606734,9.492918,.15827046,17.565615,53.649551,3.3707027,23.72628,2
433126,1,1,2010,16.690811,9.346365,.084850498,22.839493,23.265238,2.636668,45.913414,2
433127,1,1,2010,14.068003,9.1475639,.094500907,37.018116,18.864746,3.906667,35.65509,2
433130,1,1,2010,12.727529,9.1719885,.13147476,35.498348,19.331507,4.0115533,32.833717,2
440222,0,0,2007,21.376064,9.5504131,.20818375,35.585327,35.178555,3.1916611,14.936111,1
440224,0,0,2007,21.178085,10.162248,.40853998,28.793486,44.420383,3.1354942,9.7057371,1
440229,0,0,2007,19.025196,9.260087,.18881525,37.789268,25.949013,3.6462445,14.936134,1
440232,0,0,2007,19.255171,9.800498,.38093877,13.711608,61.070744,3.028259,16.813482,1
440233,1,0,2013,9.29422,10.363719,.27412775,21.626617,41.834545,3.245023,18.075373,1
440281,0,0,2007,22.991571,9.4305496,.24805026,23.690935,34.319016,3.9512436,14.560387,1
440282,1,1,2010,23.400536,10.176024,.30945998,34.647125,23.337212,3.838696,15.011126,1
440523,0,0,2007,20.31193,9.3827934,.2204717,37.40086,29.617733,1.9459101,23.156364,1
440781,0,1,2007,20.226851,9.9616022,.69156647,16.368664,47.815826,4.5917358,6.23033,1
440783,0,0,2007,12.434581,10.199041,.76627749,10.092442,49.779095,4.2195077,5.3571892,1
440784,0,0,2007,12.399594,10.359326,.70484978,8.9643145,54.683193,3.583519,5.470345,1
440785,0,0,2007,12.926678,9.8299065,.45528656,17.356434,37.572193,3.8985546,7.0911307,1
440823,1,0,2013,6.9408607,10.273765,.25936252,41.506752,29.301018,4.6602497,9.5168209,1
440825,1,0,2012,8.4720783,9.8504362,.22114649,50.349136,12.714026,4.2903972,13.340067,1
440881,1,0,2013,13.884013,10.217787,.24457632,32.140965,36.567616,5.1377072,10.475955,1
440882,0,1,2007,16.828064,8.9263659,.23400013,47.428745,17.061081,5.0213647,8.2430582,1
440883,1,0,2013,11.680086,10.057249,.27838606,16.31163,41.783966,4.7095032,11.557561,1
440923,0,1,2007,12.995806,9.6362028,.29973668,33.949505,34.241512,4.8437562,5.0360684,1
440981,1,0,2012,8.3468246,10.385306,.29578573,25.392778,28.449503,5.1396627,7.5684953,1
440982,1,0,2013,7.3495555,10.408935,.2835688,23.409082,29.92487,5.0916486,8.2653589,1
440983,1,0,2013,7.4661775,10.579717,.26070815,26.316679,32.226364,4.936708,8.6260548,1
441223,1,0,2013,7.9086313,10.30782,.53380859,25.796978,29.006762,4.0430512,12.870366,1
441224,1,0,2013,5.4286051,10.145553,.80953169,31.302259,24.858227,4.6602798,13.209281,1
441225,1,0,2010,18.438065,10.089807,.37177721,40.121151,21.385963,3.8829,12.447518,1
441226,1,0,2013,7.3656344,10.437243,.45622021,24.453785,34.071014,3.6375861,15.187852,1
441284,0,0,2007,35.372852,10.377584,.56836277,30.460926,42.879742,3.7606504,6.386899,1
441322,1,1,2012,11.723381,10.754811,.60874802,10.681137,51.054386,4.4265838,8.3631058,1
441323,0,0,2007,11.78224,10.169396,.43905967,18.897818,51.89653,4.3170781,4.3527756,1
441324,0,0,2007,19.41754,9.8225603,.2906324,31.386131,31.717636,3.4759932,11.169978,1
441422,1,0,2013,8.0144415,9.8366308,.27089739,28.139536,36.904125,4.0073333,26.591419,1
441423,1,0,2013,7.9369693,9.850112,.19859336,26.513069,47.330761,4.2436991,21.659901,1
441424,1,0,2012,9.4451208,9.2763338,.10828815,29.257166,22.484415,4.8700099,24.648149,1
441426,0,0,2007,20.243364,9.5150547,.23138668,26.863298,37.154179,3.2188759,15.452862,1
441427,0,0,2007,13.118794,9.7811089,.3686702,18.536943,48.58831,3.1354942,12.472174,1
441481,1,1,2010,9.8797283,9.4224863,.17779897,27.721249,33.232841,4.7361984,17.30209,1
441521,0,1,2007,13.748855,9.7887259,.40225387,19.043316,36.998016,4.3479953,5.6392407,1
441523,1,0,2013,8.4418354,9.7444677,.26783869,21.926661,26.585659,3.5360231,21.787617,1
441581,0,0,2007,15.843169,9.0733738,.34345746,32.887924,38.171528,5.0792117,8.7201118,1
441621,1,0,2010,16.210127,9.4746046,.20985739,26.495842,37.913155,4.4261684,17.803322,1
441622,1,1,2012,2.7130313,9.6896849,.17619364,17.975637,49.354603,4.5710421,17.30143,1
441623,1,0,2013,-2.5704141,10.032326,.30597547,9.1212702,69.953552,3.6971104,15.316612,1
441624,1,0,2013,11.043343,10.029549,.15681849,22.113306,40.05706,3.9701731,25.503922,1
441625,0,0,2007,17.520855,9.4479351,.16868447,28.379719,40.921574,3.9701731,23.526371,1
441721,0,0,2007,13.644932,9.799859,.19145101,45.012913,26.831795,3.8641832,7.3737855,1
441781,1,1,2012,10.029571,10.539262,.31070235,26.53019,44.150112,4.7331314,9.1876469,1
441821,0,0,2007,12.265566,10.222393,.45419654,12.563848,59.87439,3.4445701,11.571763,1
441823,1,0,2013,5.8982744,10.07136,.37780461,29.126608,27.204449,3.9827533,17.53768,1
441825,0,0,2007,28.925716,9.5316429,.13855243,36.381882,26.105505,2.4849067,25.971327,1
441826,0,0,2007,24.642563,9.3254261,.19623241,27.79887,34.795547,2.7725887,31.741449,1
441881,1,1,2012,6.2529879,10.024329,.45140544,17.5893,45.242531,4.7095032,13.91243,1
441882,0,0,2007,18.925808,9.8925686,.31885129,27.737169,39.283848,3.9318256,11.693274,1
445122,1,1,2012,9.8364315,10.052869,.20302303,18.416594,43.201389,4.6216888,10.743103,1
445222,1,0,2013,8.0950747,10.126953,.17134488,17.634359,53.056347,4.5849676,11.411091,1
445224,0,1,2007,19.972206,9.2091131,.15170012,37.637146,37.932522,4.7503076,9.4273033,1
445281,1,1,2012,10.753053,10.155602,.44894037,8.1850958,60.018997,5.4451351,7.581677,1
445321,1,0,2013,7.3425531,10.806269,.45974168,28.960125,40.447659,3.8641832,10.713775,1
445322,1,0,2013,6.2610083,10.063833,.28722155,30.955824,31.880806,3.9512436,16.500814,1
445381,1,1,2012,13.308526,9.6947021,.26137471,29.085115,34.291538,4.7928867,17.871595,1
460300,0,0,2007,,,,,,,,1
460400,1,1,1988,,,,,,,,1
469001,1,1,1988,,,,,,,,1
469002,1,1,1988,,,,,,,,1
469005,1,1,1988,,,,,,,,1
469006,1,1,1988,,,,,,,,1
469007,1,1,1988,,,,,,,,1
469021,1,1,1988,,,,,,,,1
469022,1,1,1988,,,,,,,,1
469024,1,1,1988,,,,,,,,1
469025,0,0,2007,25.863823,9.2962246,.13611764,71.238548,9.1332626,2.9244244,21.340193,1
469027,0,0,2007,22.795185,9.1561337,.11363519,65.504433,5.7289324,3.8886864,15.216958,1
469028,0,0,2007,28.289528,9.3725071,.16915594,63.32444,7.3954554,3.524369,15.511832,1
469029,0,0,2007,21.473919,9.2201853,.1160771,59.681652,8.25179,2.779933,23.682678,1
469030,0,0,2007,22.891504,9.1438293,.13969642,66.731476,9.4572306,3.0414121,22.485191,1
510121,0,0,2007,22.08497,9.6421432,.29384187,30.84734,31.106665,4.4473171,7.5447254,3
510129,0,0,2007,16.246201,9.7136707,.30705196,21.490791,37.773499,3.9245369,7.4986906,3
510131,0,0,2007,18.831203,9.9002571,.31452695,26.488766,41.705135,3.2516391,8.2232561,3
510132,0,0,2007,19.278149,10.422541,.46578342,12.855223,51.889423,3.3900001,6.1723819,3
510181,0,0,2007,15.982498,9.8532057,.58965331,12.902845,34.532906,4.1004038,7.261044,3
510182,0,0,2007,16.365873,9.7347107,.38542932,23.129951,39.589859,4.3571305,6.5316153,3
510183,0,0,2007,15.505693,9.664958,.30810684,20.691565,40.046291,4.1650548,7.4172854,3
510184,0,0,2007,16.09243,9.6602736,.32769766,19.191025,42.978424,4.1911044,6.5913639,3
510185,0,1,2007,,,,,,,,3
510321,0,1,2007,21.610394,9.5722456,.20761284,36.729198,30.384121,4.3077016,10.234511,3
510322,0,1,2007,20.007664,9.4217901,.18766835,34.817345,31.413452,4.6873913,8.7856379,3
510421,0,1,2007,23.05991,10.003615,.37840763,23.395161,45.734825,3.0235343,14.943274,3
510422,0,1,2007,14.425455,10.303333,.31960043,8.7354479,78.361252,2.9772086,8.649313,3
510521,0,1,2007,22.923616,9.4944277,.27603599,34.422024,35.096172,4.6494784,7.927021,3
510522,0,1,2007,19.064739,9.262413,.20580076,33.133816,29.847231,4.4488449,10.373759,3
510524,0,1,2007,21.92864,8.9300232,.19019368,38.322128,24.195198,4.2100496,20.045982,3
510525,0,1,2007,28.625093,8.9585848,.21452601,35.705547,30.43478,4.3907185,19.914928,3
510623,0,1,2007,18.477858,9.4020519,.12455254,40.443539,26.043629,4.9511194,8.0199795,3
510681,0,1,2007,19.331882,10.178729,.48614073,17.15185,46.865993,4.0752707,5.2175417,3
510682,0,1,2007,12.482086,10.278281,.57597166,13.191816,62.954834,3.7604241,5.6400976,3
510683,0,1,2007,7.6685858,10.167254,.64616901,14.361811,60.704552,3.9383399,6.6198711,3
510722,0,1,2007,22.435221,9.2635641,.2179748,39.952301,25.916212,4.9836063,9.8294764,3
510723,0,1,2007,24.948559,9.2184019,.11553751,52.662178,17.53002,4.0920787,13.504669,3
510725,0,1,2007,25.090696,9.3940086,.14956543,45.105915,22.348753,3.6349511,11.888738,3
510726,0,0,2007,17.076445,9.1683846,.16693531,35.971684,37.049831,2.7750821,24.816378,3
510727,0,1,2007,13.879963,9.2267122,.17611539,33.839886,41.195358,2.9303014,22.485914,3
510781,0,1,2007,15.450609,9.8826971,.44915381,15.678856,45.116497,4.4720168,5.4855461,3
510821,0,1,2007,21.530535,9.2395287,.12003154,35.661095,31.320194,3.8147626,18.313259,3
510822,0,1,2007,16.648638,8.8137255,.053623077,45.086617,20.672508,3.2094967,32.552467,3
510823,0,1,2007,24.258036,9.0023947,.09776666,45.742393,18.033611,4.2031984,17.839302,3
510824,0,1,2007,22.047728,9.0403366,.1187233,46.722847,19.074682,4.3407698,18.709099,3
510921,0,1,2007,24.189692,9.06775,.083476193,43.381531,22.474072,4.3280873,15.368741,3
510923,0,1,2007,24.834301,9.3802319,.14471209,34.873627,38.168358,4.0012469,11.43824,3
510981,0,0,2007,17.355806,9.6882706,.24943264,22.083282,46.990723,4.6142788,7.1026835,3
511024,0,1,2007,25.863352,9.960495,.36769783,18.257711,57.954308,4.3090067,7.3070502,3
511025,0,1,2007,23.677372,9.166193,.17498007,34.342522,31.26119,4.8774834,12.33153,3
511083,0,0,2007,26.821131,9.6216488,.21321513,19.855516,48.448437,4.3368535,8.5801468,3
511123,0,1,2007,22.844854,9.5153389,.18947408,28.960409,46.694786,4.0360017,11.173145,3
511124,0,1,2007,26.446007,9.3974924,.14085603,39.0872,35.340736,3.7232809,12.630178,3
511126,0,1,2007,19.770937,9.8018064,.37723595,22.514418,48.980728,3.5553453,7.6815858,3
511129,0,1,2007,22.033178,9.4340038,.23154126,28.271175,46.235371,3.2451913,12.932516,3
511132,0,0,2007,14.91715,9.5865736,.27946952,18.342014,56.857525,2.6660588,19.631966,3
511133,0,0,2007,19.625879,9.1136169,.13196205,39.681263,32.583206,2.9108102,31.39728,3
511181,0,1,2007,19.254976,10.077529,.40986505,13.593099,51.66972,3.7658389,7.0348649,3
511321,0,1,2007,21.405855,9.5020142,.16509624,37.312271,35.623928,4.8288188,10.841848,3
511322,0,1,2007,20.351099,9.1350784,.14586407,40.112797,28.483454,4.5075459,15.504534,3
511323,0,1,2007,21.293135,9.3490295,.19468498,34.698856,35.605839,4.230689,13.624428,3
511324,0,1,2007,22.062599,8.9263992,.081728548,48.671005,19.86355,4.6693749,20.193314,3
511325,0,1,2007,19.410872,9.1129055,.12065151,39.633652,25.226934,4.1499825,17.152136,3
511381,0,1,2007,20.425531,9.3727436,.17250469,31.47201,36.061287,4.4531808,13.776815,3
511421,0,1,2007,21.266357,9.4063301,.17541739,33.743702,35.113804,5.0500693,9.293211,3
511423,0,1,2007,17.521748,9.6682816,.32385334,31.369938,47.196136,3.5302734,13.469309,3
511424,0,1,2007,22.467703,9.636713,.1974262,33.965778,38.768528,2.7808833,13.503994,3
511425,0,1,2007,21.778303,9.7644482,.19846831,23.549524,46.210827,2.9823065,10.770163,3
511523,0,1,2007,26.59013,9.4601765,.16084869,36.972836,31.307053,3.9865091,11.747552,3
511524,0,1,2007,23.018284,9.6434183,.18511863,29.51137,38.148937,3.765043,10.294555,3
511525,0,1,2007,22.438803,9.4587622,.21685924,30.811323,44.474472,3.9265621,11.728969,3
511526,0,1,2007,31.708544,9.4845734,.19700164,25.868187,42.334484,3.7280982,13.90132,3
511527,0,1,2007,30.053509,9.6931534,.1764254,32.486149,41.870735,3.6737638,12.751451,3
511528,0,1,2007,22.391983,9.1857042,.11709097,34.42947,34.318604,3.7856791,16.167164,3
511529,0,1,2007,26.65663,8.7707024,.10282394,41.167942,25.27223,3.3832507,21.703236,3
511621,0,1,2007,21.87871,9.2823191,.24645813,33.322124,28.762762,4.7538772,11.701155,3
511622,0,1,2007,23.541956,9.4997702,.26573402,34.369568,34.826756,4.4144082,10.007126,3
511623,0,1,2007,23.513414,9.3375235,.21717653,33.312344,32.589531,4.5832257,11.721434,3
511681,0,1,2007,20.997684,9.961339,.24270758,13.832885,55.124763,3.5591495,8.3854752,3
511722,0,1,2007,22.813272,9.259531,.13554983,38.902805,28.677774,4.7728734,12.723928,3
511723,0,1,2007,20.860781,9.3860321,.15001482,42.09613,25.402374,4.0354176,14.173563,3
511724,0,1,2007,21.541035,9.612422,.23764102,31.123861,38.195457,4.6684504,8.9551392,3
511725,0,1,2007,22.448902,9.1274338,.13356867,36.92065,33.3078,4.9315562,13.523973,3
511781,0,1,2007,22.214855,9.4566431,.10787352,37.92038,33.326473,4.0383015,15.614088,3
511822,0,1,2007,17.907167,9.9209576,.27144134,17.940434,48.578457,2.671699,9.6750202,3
511823,0,1,2007,18.281712,9.1004705,.13747962,37.300133,29.513678,3.5311673,15.89847,3
511824,0,1,2007,19.45507,10.196561,.36695573,14.066187,68.728287,2.479116,13.861059,3
511825,0,1,2007,18.2295,9.7685986,.19158952,22.797565,49.524971,2.6877401,14.009529,3
511826,0,1,2007,17.810854,9.5710726,.10311996,29.182762,45.68951,2.4680996,17.923178,3
511827,0,1,2007,18.57869,10.011112,.18473779,22.785156,55.370281,1.7403636,14.400592,3
511921,0,1,2007,16.977224,8.872611,.065444633,48.409359,14.360763,4.2890391,22.456974,3
511922,0,1,2007,19.560148,8.9789181,.10819515,46.580631,22.589958,4.1587882,19.258692,3
511923,0,1,2007,17.198074,8.8568344,.095411241,42.574715,23.771391,4.5827932,19.745619,3
512021,0,1,2007,24.398216,9.2054167,.14056726,47.187836,23.363787,5.0347795,11.201409,3
512022,0,1,2007,30.905794,9.3805923,.16394709,40.612637,29.628054,4.4636049,11.39659,3
513201,0,0,2007,16.486191,9.7801313,.11246612,11.341177,19.090815,1.6801683,28.479151,3
513221,0,0,2007,21.827137,10.120005,.37387997,6.8520737,77.708069,2.3762176,9.8303909,3
513222,0,0,2007,27.706377,9.6579456,.14435831,13.333717,63.819454,1.4890956,28.158882,3
513223,0,0,2007,29.466179,9.3361053,.10967628,20.696306,43.532665,2.3608243,35.463692,3
513224,0,0,2007,11.538807,9.3045683,.21188691,20.106194,25.755512,1.9411138,36.135162,3
513225,0,0,2007,8.4389343,9.6433563,.40789649,8.7274866,22.579325,1.8081992,26.723619,3
513226,0,0,2007,18.613989,8.7632408,.027525503,36.407478,19.416357,1.9266552,88.655777,3
513227,0,0,2007,16.233421,8.8689442,.044231873,28.498104,23.578682,2.0583701,54.951767,3
513228,0,0,2007,23.687403,9.3348379,.069579788,31.212513,35.324436,1.7578579,63.830254,3
513230,0,0,2007,18.364832,9.0983562,.024409683,42.908634,13.644848,1.2431004,88.783867,3
513231,0,0,2007,11.29089,8.7818432,.026881423,52.969501,12.963249,1.8457991,60.342754,3
513232,0,0,2007,15.179122,9.1901369,.033174414,56.572464,17.308571,1.9313092,48.827507,3
513233,0,0,2007,15.067035,9.3277674,.029588608,48.168465,17.290539,1.3342956,56.734787,3
513301,0,0,2007,13.576371,10.066916,.26639816,7.0077195,43.941929,2.382504,14.715052,3
513322,0,0,2007,20.981239,9.1234903,.17814566,16.523073,39.217346,2.0668094,41.210152,3
513323,0,0,2007,21.520271,9.2097044,.097676069,21.987114,34.581512,1.7462634,69.621895,3
513324,0,0,2007,20.537403,10.059908,.22826622,13.708769,70.423309,1.7105377,37.234035,3
513325,0,0,2007,23.741516,8.9598179,.034904294,33.365765,22.263016,1.4584347,109.76422,3
513326,0,0,2007,16.51519,8.8038931,.063430071,28.857193,20.373016,1.5823621,77.262123,3
513327,0,0,2007,12.475274,8.7211304,.023911366,42.729832,12.723311,1.3862944,92.313858,3
513328,0,0,2007,13.769115,8.7680464,.028665192,42.859268,11.152782,1.7520607,73.367676,3
513329,0,0,2007,16.082903,8.9347143,.012438198,34.186539,12.113226,1.442739,78.297157,3
513330,0,0,2007,12.187971,8.4068708,.023721201,46.893436,14.473473,1.9118379,80.186607,3
513331,0,0,2007,34.046299,9.3695211,.035148598,43.539745,23.36602,1.4348955,91.928635,3
513332,0,0,2007,15.734739,8.5509396,.017865632,50.976578,7.9713826,1.8613846,88.173027,3
513333,0,0,2007,9.0982151,8.7174759,.021436568,42.782192,16.402544,1.3261117,103.45167,3
513334,0,0,2007,14.276736,8.9661579,.027188567,41.812408,16.606358,1.6226397,90.045937,3
513335,0,0,2007,20.692522,9.1514425,.045122426,23.981319,46.806213,1.5114037,62.38599,3
513336,0,0,2007,23.017969,9.3323412,.02910319,24.159267,27.435474,1.0296195,90.396782,3
513337,0,0,2007,17.768677,9.0522413,.039581779,39.808292,17.562241,1.0413165,88.897171,3
513338,0,0,2007,23.028667,9.1585417,.03395186,30.049601,23.732487,.88907605,97.531334,3
513401,0,0,2007,21.397034,10.224728,.50207347,16.927763,41.216366,4.0712295,8.1521606,3
513422,0,0,2007,30.697392,9.1353455,.075946778,40.951675,19.581242,2.5519989,56.401699,3
513423,0,0,2007,30.468445,9.3920364,.24604923,39.371277,36.689575,3.5055304,25.598753,3
513424,0,0,2007,16.613716,9.6637678,.34394845,34.084499,35.003857,2.9583378,14.497084,3
513425,0,0,2007,26.935186,10.083083,.4447411,29.963686,40.676811,3.787946,9.6281471,3
513426,0,0,2007,20.534672,9.9166193,.4176847,41.668194,37.47979,3.6251814,12.904014,3
513427,0,0,2007,20.9818,9.4759073,.30798772,42.37793,18.215708,2.8791671,16.644018,3
513428,0,0,2007,15.714596,9.081522,.1282787,39.550915,28.237886,2.6625824,29.985008,3
513429,0,0,2007,24.958263,8.9986506,.076276951,44.895332,25.804417,2.6741328,39.492554,3
513430,0,0,2007,27.800373,9.1175585,.042200569,53.863506,14.454961,2.716866,46.078564,3
513431,0,0,2007,16.668169,8.5790405,.048472799,52.067993,10.567336,3.1511488,40.548611,3
513432,0,0,2007,17.842363,8.9314718,.10486349,33.055885,32.795692,2.7531388,33.18856,3
513433,0,0,2007,16.66873,9.478591,.3046273,24.923464,46.536335,3.5243504,12.441093,3
513434,0,0,2007,15.696454,8.9760113,.16531941,34.654297,31.243597,3.3017287,27.029762,3
513435,0,0,2007,17.560486,9.2628498,.25152802,25.532175,52.211792,2.9320602,25.856249,3
513436,0,0,2007,17.270824,8.5838804,.078052759,53.321079,20.242275,2.9735627,43.40337,3
513437,0,0,2007,27.739347,9.2460117,.1937101,39.78875,32.990314,3.1570003,25.731197,3
520121,1,0,2012,19.792473,10.639803,.44647449,18.070335,53.86874,3.7745509,17.413319,3
520122,1,0,2012,19.156555,10.927093,.3568899,11.432236,62.586441,3.2448947,16.708408,3
