county_code,D2,cate,cate_lower,cate_upper
330326,0,0.00011014296649550226,-0.018416682072596918,0.01863696800558792
330327,0,0.0031416276099231477,-0.012320265924145701,0.018603521143991993
330328,0,-0.04511850812270768,-0.06810960906793667,-0.022127407177478693
330329,0,-0.04199161770435683,-0.06953187383973755,-0.014451361568976123
330381,0,-0.022161889138487267,-0.0482634661577005,0.003939687880725962
330382,0,-0.022125991951962326,-0.047948372660920856,0.0036963887569961967
330421,0,-0.04374621897066375,-0.06820299719253943,-0.019289440748788068
330424,0,-0.056299369703141894,-0.07709431388458805,-0.035504425521695734
330481,0,-0.03386580426452418,-0.06518719844168296,-0.0025444100873654105
330482,0,-0.040021457553095774,-0.06866871493923225,-0.011374200166959302
330483,0,-0.026689629723233854,-0.05761994079020473,0.004240681343737018
330521,0,-0.034572582479039576,-0.06447435126407335,-0.004670813694005814
330522,0,-0.020884422680442827,-0.05355495718491569,0.011786111824030027
330523,0,-0.023298751824296388,-0.037207727639522355,-0.009389776009070424
330624,0,-0.03861640064772348,-0.05637479519010235,-0.020858006105344617
330681,0,-0.033423292495169316,-0.0574504753451377,-0.009396109645200938
330683,0,-0.02933073973201314,-0.0437999826870006,-0.014861496777025678
330723,0,-0.03123606150805558,-0.07469902387108524,0.01222690085497407
330726,0,-0.03647220979030366,-0.05490621214757384,-0.01803820743303349
330727,0,-0.0334270977280845,-0.07089489802786678,0.004040702571697766
330781,0,-0.0053811660943572925,-0.027338071475952255,0.016575739287237663
330782,0,-0.021047817497620303,-0.05511068962860487,0.013015054633364248
330783,0,-0.023820320259471756,-0.05094228336152593,0.003301642842582414
330784,0,-0.03897017635435418,-0.06935921240355444,-0.00858114030515392
330822,0,-0.027683335968543887,-0.058833274877827996,0.0034666029407402175
330824,0,-0.03160656094293962,-0.054902170432909195,-0.00831095145297005
330825,0,-0.01953261886393487,-0.03883561390308834,-0.0002296238247814046
330881,0,-0.006836084582540869,-0.02723565224684212,0.013563483081760377
330921,0,-0.036299166802535865,-0.0515454855896427,-0.021052848015429032
330922,0,-0.029150870895454317,-0.0541569909083558,-0.0041447508825528355
331022,0,-0.018398528536624048,-0.035708411137475,-0.0010886459357731006
331023,0,-0.020580160529810987,-0.04786694666356738,0.006706625603945401
331024,0,-0.017507926187713185,-0.04107419731829429,0.006058344942867916
331081,0,-0.02357015343654939,-0.04704564816031681,-9.465871278197327e-05
331082,0,-0.001849945537007569,-0.026302267735819125,0.022602376661803984
331083,0,-0.035850137287281814,-0.06628096990282997,-0.005419304671733665
331121,0,-0.04168018281800637,-0.08615810367173027,0.002797738035717527
331122,0,-0.021947771913412795,-0.0524557946991965,0.008560250872370903
331123,0,-0.03570059237831058,-0.06339613374430729,-0.008005051012313875
331124,0,-0.04662800740697204,-0.0683303022722138,-0.024925712541730278
331125,0,-0.036171543618336244,-0.08241365740438919,0.010070570167716682
331126,0,-0.048431500971604646,-0.06619961969265799,-0.030663382250551312
331127,0,-0.034066328816886926,-0.06962979850213144,0.0014971408683575813
331181,0,-0.026959345466904983,-0.04541112499260433,-0.008507565941205643
340121,1,-0.019490531259894528,-0.043759342799619794,0.004778280279830734
340122,1,-0.015338031503133509,-0.04001364737900305,0.009337584372736026
340123,1,-0.022148738406791213,-0.05042783821518228,0.0061303614015998445
340124,1,-0.021843729749595697,-0.04981593141471148,0.00612847191552008
340181,1,-0.013710569167407594,-0.03532380762025729,0.007902669285442095
340221,1,-0.01970818734288793,-0.05425666202810204,0.014840287342326175
340222,1,-0.012690478264202665,-0.03203802508290181,0.006657068554496472
340223,1,-0.01904332878296744,-0.04803816199431338,0.009951504428378489
