year,county_code,D1,D2,gdp_growth_pc,ln_fiscal_exp_pc,fiscal_autonomy,primary_ratio,secondary_ratio,ln_pop,gov_scale,region,gdp_growth_pc_w,D2_w,D1_w,fiscal_autonomy_w,ln_fiscal_exp_pc_w,primary_ratio_w,secondary_ratio_w,ln_pop_w,gov_scale_w
2012,513422,0,0,15.50685294312388,9.197056883624631,0.2630214643961257,20.44051186487192,51.04926987105998,2.624668592163159,60.27779868005789,西部,-3.421856290047745,-0.10846154804598401,-0.042294752598752726,0.0795344881399057,0.025899039385016247,-5.32479667984726,7.452531805665606,0.013830855057558196,-2.266106299110781
2013,513422,0,0,7.64115792490685,9.260013514045758,0.3086852194059078,20.14421075826947,52.43003697083955,2.624668592163159,59.18109182316024,西部,-7.263762390585429,-0.11354363999048711,-0.04940700717143654,0.09429471982710218,-0.05454641733109079,-4.618388381840673,8.900265907025585,0.008683777812885657,-4.349505049508114
2014,513422,0,0,5.794014272020449,9.346354292088604,0.310495315600432,19.41753147573239,52.12166916124686,2.631888840136646,60.96167023308694,西部,-6.521938396426181,-0.12630611520467772,-0.07336838516757367,0.10163755422778521,-0.056243296838138473,-4.7912194182749355,10.392409265732654,0.012435603245931253,-2.4952177225866934
2015,513422,0,0,5.018624786066646,9.665787677264216,0.2352115164225889,19.6646589614195,52.76538788503626,2.639057329615258,79.8607267531246,西部,-4.6286939360474175,-0.12630611520467772,-0.08873822186305878,0.05310230112408574,0.1185251618295811,-4.337832231010384,12.686437984342835,0.01874101422456029,14.18279564125929
2016,513422,0,0,5.58884148971864,9.859233335386978,0.2093407844586548,19.1869262584485,52.52496721476848,2.639057329615258,90.07666700292545,西部,-6.4219607182811735,-0.12630611520467772,-0.09450191062386569,0.03486794580814763,0.24364642779252108,-4.339689160095788,13.616731744883648,0.01483149509355929,24.762154493549115
2017,513422,0,0,-0.4448681283762314,9.693762497734305,0.2603754636032877,19.906012411949,45.93917745894279,2.639057329615258,75.50469272776857,西部,-11.902607354397016,-0.1385409142787465,-0.10139729474621721,0.0861538003348997,0.0036304858992911608,-2.2822411808614285,8.008992128515452,0.01138710334605516,9.608915256965181
2018,513422,0,0,5.599379873238795,10.04683221641079,0.19545426298782,19.78530516253841,44.85326657310119,2.634977590212884,101.733490118727,西部,-7.501201064187333,-0.13858717763568912,-0.10196917324551685,0.04988286753279647,0.2607915373528116,-1.9192160844977628,7.606859794208412,0.006229565832149476,34.1811077287833
2019,513422,0,0,62.40338529297465,9.939685709604856,0.2155532740529347,14.65549649292645,45.6581825548169,2.628718351820079,55.96806332795082,西部,47.99449399593344,-0.13858717763568912,-0.10196917324551685,0.06054962633238145,0.07122970315772287,-7.281904284132418,12.43630934907166,0.0004317064372572386,-10.042263821263786
2020,513422,0,0,17.38587115471538,9.945548706385956,0.2233560130161658,16.32294495989964,45.91376176738676,2.622855355038978,52.69716849118856,西部,0.7489199995843597,-0.13843987351559484,-0.10232945903528551,0.09424365393810544,0.042229850549542224,-6.974033074450576,13.6309973629235,-0.00476834151236599,-12.656658438805184
2021,513422,0,0,0.2989807474518686,9.848771167303386,0.2627246425619202,17.11454066705676,47.29209332943242,2.624668592163159,47.78086600351082,西部,-17.284026293383608,-0.1547105285318244,-0.09576916794266811,0.08941928496916919,-0.003643839224330297,-5.92954532569046,14.082567838990801,-0.0007566631042850119,-12.687283714332358
