year,county_code,D1,D2,gdp_growth_pc,ln_fiscal_exp_pc,fiscal_autonomy,primary_ratio,secondary_ratio,ln_pop,gov_scale,region
2022,130126,0,1,11.80720430931046,9.080787991348839,.2800101472984444,28.29398725347504,20.56531140053492,3.555348061489414,22.63594072431535,东部
2006,130127,0,0,12.61627506373596,6.824927771950445,.3254139225703207,21.90784183234895,50.41767185203672,2.870735783379306,5.631464381776336,东部
2007,130127,0,0,6.638521781693588,7.11717174768991,.2764802481525409,18.49198380566802,52.71319838056681,2.878074230085759,7.100242914979757,东部
2008,130127,0,0,15.21028171438407,7.409468716129151,.2310448760884126,17.45663134210197,54.37214405755636,2.89480635496403,8.294559646661758,东部
2021,130127,0,1,9.946949602122016,9.083642718930225,.3647444965696169,21.72383678928397,31.81869908615604,3.010620886047742,22.8675802122798,东部
2022,130127,0,1,13.43742176297881,9.288638481800412,.320432384448585,22.74456242381519,31.72022056456122,2.995732273553991,24.43438249491913,东部
2006,130128,0,0,16.048828650929,6.701648254287718,.3678751358292996,21.25828184016828,54.82340278210761,3.214064267870979,6.643848877541979,东部
2007,130128,0,0,13.75976486967283,6.909872189085084,.3495591110401787,19.6963254893624,57.03259145394188,3.219275744889528,6.830904918425973,东部
2008,130128,0,0,28.29072613543649,7.180510585005664,.344172870015973,18.28099929205347,59.36631017822942,3.229222116922345,7.363753581343945,东部
2009,130128,0,1,6.433833271503524,7.371069920077076,.3569630872483222,17.66508163705826,59.39502025470846,3.23867845216438,8.493355659268232,东部
2010,130128,0,1,10.88980729970622,7.561167395200298,.3114106201864613,18.75885164640623,57.9281246311814,3.245322994883049,9.098754868405523,东部
2021,130128,0,1,13.88929288228279,8.887256845387233,.3290242231093031,20.64320112835524,35.56420177078352,3.234749174024491,22.20410864283403,东部
2022,130128,0,1,11.60034734637585,9.082034161422808,.301433404882308,20.45324175614853,36.25716353820281,3.218875824868201,23.93517031941353,东部
2006,130129,0,0,15.70742229630356,6.892004173436043,.2499670170192181,24.72616156650991,52.52929135822396,3.139832617527748,8.341342450276223,东部
2007,130129,0,0,19.49834759766122,7.032280432073264,.2500368188512518,24.89510910458992,53.2818660647103,3.177220149599368,8.174567343867571,东部
2008,130129,0,0,20.96865692809531,7.304551602153855,.2455500276395799,23.46031661283003,55.87782035631685,3.191710156795431,8.780509114207291,东部
2009,130129,0,0,6.870273755788733,7.438787162744036,.2347243982338698,22.22529112503007,56.10427042775555,3.209633243501268,9.38326933186026,东部
2010,130129,0,1,18.87992978991827,7.9570262232814,.164891014839376,20.04236127595085,59.38777000748626,3.249211024664274,13.43655851151241,东部
2021,130129,0,1,8.656992899042915,9.001715906761175,.2443592812263503,28.14770149596577,27.46898957705229,3.332204510175204,27.1910682325016,东部
2022,130129,0,1,13.67278513382963,9.078383249741595,.2603327003170515,29.72310803863883,27.81428361818445,3.332204510175204,25.90271466225852,东部
2006,130130,0,0,14.98334281303323,6.493016534088643,.3627639751552795,16.33392959119767,54.33788494596625,3.886705197443856,4.679001599869801,东部
2007,130130,0,0,25.5812310084093,6.728685096724912,.338746195982958,18.08741058556539,54.73623460324249,3.894469846180557,4.722208809578007,东部
2008,130130,0,0,13.12250295425131,6.974110331046106,.2798699334543255,17.62159458017431,55.61685616624188,3.901972669574645,5.33510309429121,东部
2009,130130,0,1,6.392080783962592,7.051762261475735,.2498919376869478,17.29141463181688,55.54692225653434,3.913621726791843,5.754055108083156,东部
2010,130130,0,1,6.134280905180475,7.202458898941638,.2469272764429393,16.97077970178389,55.32632092654403,3.932217712713665,5.970073813279419,东部
2021,130130,0,1,11.30209233961612,8.74304857640213,.2732915179117343,25.22605916514012,30.79394929815867,3.979681653901961,23.33552803746123,东部
2022,130130,0,1,11.5992915514402,8.925409229226371,.3471368180734831,24.55168408460351,31.58358558041027,3.970291913552122,25.16231665398855,东部
2006,130131,1,0,10.1427323041072,7.263441132441538,.3731856789592517,15.78123905377951,62.12292459659528,3.820346216856242,7.601872825350863,东部
2007,130131,1,0,22.56955463873902,7.660995630865806,.446607938436614,12.28640637957935,67.19829827906911,3.83945231259331,9.254513168190188,东部
2008,130131,1,0,26.57834548828378,7.772123349096064,.4862924398564055,10.72950468176315,69.93471523187486,3.853970073979529,8.152915026417507,东部
