county_code,D1,cate,cate_lower,cate_upper
130121,0,0.014701036794872141,-0.001707952063848113,0.03111002565359239
130123,0,0.010324160829688761,-0.006641071090393098,0.027289392749770616
130225,0,0.012944716359386627,0.002187909913629946,0.023701522805143305
130227,0,0.011069482465604963,-0.00909734587316905,0.03123631080437897
130284,0,0.011639376172347254,-0.002331897434280788,0.025610649778975293
130321,0,-0.020879529383798195,-0.042200094687422474,0.00044103591982607923
130421,0,0.009879363705329713,-0.006827883414935152,0.026586610825594575
130424,0,0.008373242586265733,-0.011829069340065348,0.028575554512596812
130426,0,0.006032320467502433,-0.01727977013306977,0.029344411068074634
130427,0,0.004093205385774484,-0.007831060068713903,0.016017470840262872
130521,0,0.0027729995688794418,-0.017595477905899055,0.023141477043657935
130523,0,0.00963252352463942,-0.005752764991070003,0.025017812040348836
130526,0,-0.008276511720785446,-0.03005576940062983,0.013502745959058936
130527,0,0.001209673864695393,-0.018558243155681286,0.02097759088507207
130582,0,0.0033171781632326813,-0.008560992160804071,0.015195348487269432
130632,0,0.0032048841120314586,-0.015260283314892167,0.02167005153895508
130728,0,-0.03293183713064979,-0.05639190296962758,-0.009471771291671996
130732,0,-0.02778097610553662,-0.04787185297974551,-0.007690099231327734
130824,0,-0.019217786701012318,-0.031489403024188824,-0.006946170377835813
130825,0,-0.016988425607097207,-0.04429750791284779,0.010320656698653369
130826,0,-0.02469178646391279,-0.0437344271287181,-0.005649145799107493
130827,0,-0.009883621627514383,-0.03531942030816673,0.015552177053137967
130828,0,-0.02052358248308886,-0.044154038489135614,0.0031068735229578953
130881,0,-0.020016985425640788,-0.031045647890695017,-0.008988322960586562
130921,0,0.016353447746152355,-0.004790988797767237,0.03749788429007194
130922,0,0.010920434687403002,-0.006085614749050866,0.027926484123856867
130924,0,-0.023235129302149965,-0.04379866353272717,-0.0026715950715727674
130930,0,-0.020842333874750985,-0.042391210321612305,0.0007065425721103323
130983,1,0.012790037332990806,0.0008384631240308024,0.024741611541950807
131022,0,0.008907107427341188,-0.0033992711823768295,0.0212134860370592
131028,0,-0.012070940393152763,-0.04180251327916574,0.017660632492860207
131121,0,0.001225401247390262,-0.019958649256169036,0.022409451750949556
131122,0,0.0003560713718736286,-0.021550195632598697,0.02226233837634595
131127,0,0.005486067446569071,-0.009004516360421138,0.019976651253559276
131182,0,0.0088815717462922,-0.0020359518833430734,0.019799095375927472
140121,1,-0.0025686414353089937,-0.03268185469764184,0.02754457182702385
140122,0,-0.03230917096575331,-0.056887214219353076,-0.007731127712153549
140123,0,-0.03718063986352399,-0.06740389408464352,-0.006957385642404466
140181,1,0.00638110906416095,-0.06491938607443219,0.07768160420275408
140221,1,-0.04947944367029869,-0.0665295493685781,-0.03242933797201927
140222,0,-0.050450689655304304,-0.07023506694354868,-0.030666312367059936
140223,0,-0.06023314776123331,-0.09212609135744271,-0.028340204165023933
140224,1,-0.052610863989023315,-0.09332274237607999,-0.011898985601966651
140225,0,-0.04630552585374281,-0.06402156540010022,-0.02858948630738541
140226,0,-0.025942616756746528,-0.06610453270527011,0.014219299191777057
140321,1,-0.01541636751015879,-0.05409485920489061,0.02326212418457302
140322,1,-0.0025129420661707536,-0.039800140288835176,0.03477425615649366
140423,1,-0.01225097775780587,-0.06319847028078734,0.0386965147651756
140425,0,-0.06137865231999198,-0.10001837229165117,-0.022738932348332797
140426,0,-0.015392185778926037,-0.05223640792701576,0.02145203636916368
140427,0,-0.036181875940751534,-0.06639764342692434,-0.00596610845457873
140428,0,-0.028014582017516526,-0.04188825192029171,-0.014140912114741343
140429,0,-0.052100978261275105,-0.07911644337733785,-0.025085513145212367
140430,0,-0.045556607392365805,-0.06549938200717184,-0.025613832777559773
140431,0,0.0043021255819268855,-0.047845577801995096,0.05644982896584885
140521,0,0.004878262305489323,-0.05542670656062347,0.0651832311716021
140522,1,-0.008704715642006977,-0.058151291184914654,0.04074185990090069
140524,0,-0.040009558643142096,-0.07396637847601903,-0.006052738810265176
140525,0,-0.008691404674115444,-0.0329657262296977,0.015582916881466805
140581,1,-0.011130040915381945,-0.05298134728344564,0.030721265452681744
140621,1,-0.0011276266762020315,-0.042132733091993085,0.03987747973958901
140622,0,-0.03827146197370809,-0.06192308998209134,-0.014619833965324854
